Analyzing cut site: G|GATCC 
168. 42056 - 142798 
169. 42056 - 143330 
170. 42056 - 145231 
171. 42056 - 148457 
172. 42056 - 153149 
173. 42056 - 159075 
174. 42056 - 161569 
175. 42056 - 161694 
176. 42535 - 123568 
177. 42535 - 130479 
178. 42535 - 132783 
179. 42535 - 142798 
180. 42535 - 143330 
181. 42535 - 145231 
182. 42535 - 148457 
183. 42535 - 153149 
184. 42535 - 159075 
185. 42535 - 161569 
186. 42535 - 161694 
187. 42763 - 123568 
188. 42763 - 130479 
189. 42763 - 132783 
190. 42763 - 142798 
191. 42763 - 143330 
192. 42763 - 145231 
193. 42763 - 148457 
194. 42763 - 153149 
195. 42763 - 159075 
196. 42763 - 161569 
197. 42763 - 161694 
198. 48774 - 130479 
199. 48774 - 132783 
200. 48774 - 142798 
201. 48774 - 143330 
202. 48774 - 145231 
203. 48774 - 148457 
204. 48774 - 153149 
205. 48774 - 159075 
206. 48774 - 161569 
207. 48774 - 161694 
208. 48774 - 163945 
209. 48774 - 166245 
210. 48774 - 166549 
211. 51384 - 132783 
212. 51384 - 142798 
213. 51384 - 143330 
214. 51384 - 145231 
215. 51384 - 148457 
216. 51384 - 153149 
217. 51384 - 159075 
218. 51384 - 161569 
219. 51384 - 161694 
220. 51384 - 163945 
221. 51384 - 166245 
222. 51384 - 166549 
223. 51384 - 170024 
224. 61321 - 142798 
225. 61321 - 143330 
226. 61321 - 145231 
227. 61321 - 148457 
228. 61321 - 153149 
229. 61321 - 159075 
230. 61321 - 161569 
231. 61321 - 161694 
232. 61321 - 163945 
233. 61321 - 166245 
234. 61321 - 166549 
235. 61321 - 170024 
236. 61321 - 180177 
237. 66190 - 148457 
238. 66190 - 153149 
239. 66190 - 159075 
240. 66190 - 161569 
241. 66190 - 161694 
242. 66190 - 163945 
243. 66190 - 166245 
244. 66190 - 166549 
245. 66190 - 170024 
246. 66190 - 180177 
247. 66190 - 183583 
248. 66190 - 183932 
249. 66190 - 183992 
250. 71762 - 153149 
251. 71762 - 159075 
252. 71762 - 161569 
253. 71762 - 161694 
254. 71762 - 163945 
255. 71762 - 166245 
256. 71762 - 166549 
257. 71762 - 170024 
258. 71762 - 180177 
259. 71762 - 183583 
260. 71762 - 183932 
261. 71762 - 183992 
262. 71762 - 189540 
263. 89198 - 170024 
264. 89198 - 180177 
265. 89198 - 183583 
266. 89198 - 183932 
267. 89198 - 183992 
268. 89198 - 189540 
269. 89198 - 192131 
270. 89198 - 206117 
271. 95201 - 180177 
272. 95201 - 183583 
273. 95201 - 183932 
274. 95201 - 183992 
275. 95201 - 189540 
276. 95201 - 192131 
277. 95201 - 206117 
278. 95201 - 210305 
279. 95201 - 210944 
280. 95201 - 211864 
281. 95201 - 212995 
282. 101612 - 183583 
283. 101612 - 183932 
284. 101612 - 183992 
285. 101612 - 189540 
286. 101612 - 192131 
287. 101612 - 206117 
288. 101612 - 210305 
289. 101612 - 210944 
290. 101612 - 211864 
291. 101612 - 212995 
292. 101612 - 216901 
293. 101612 - 217740 
294. 101612 - 220115 
295. 101612 - 221242 
296. 103104 - 183583 
297. 103104 - 183932 
298. 103104 - 183992 
299. 103104 - 189540 
300. 103104 - 192131 
301. 103104 - 206117 
302. 103104 - 210305 
303. 103104 - 210944 
304. 103104 - 211864 
305. 103104 - 212995 
306. 103104 - 216901 
307. 103104 - 217740 
308. 103104 - 220115 
309. 103104 - 221242 
310. 107716 - 189540 
311. 107716 - 192131 
312. 107716 - 206117 
313. 107716 - 210305 
314. 107716 - 210944 
315. 107716 - 211864 
316. 107716 - 212995 
317. 107716 - 216901 
318. 107716 - 217740 
319. 107716 - 220115 
320. 107716 - 221242 
321. 122336 - 206117 
322. 122336 - 210305 
323. 122336 - 210944 
324. 122336 - 211864 
325. 122336 - 212995 
326. 122336 - 216901 
327. 122336 - 217740 
328. 122336 - 220115 
329. 122336 - 221242 
330. 122336 - 237344 
331. 122336 - 240036 
332. 123568 - 206117 
333. 123568 - 210305 
334. 123568 - 210944 
335. 123568 - 211864 
336. 123568 - 212995 
337. 123568 - 216901 
338. 123568 - 217740 
339. 123568 - 220115 
340. 123568 - 221242 
341. 123568 - 237344 
342. 123568 - 240036 
343. 123568 - 242433 
344. 130479 - 210944 
345. 130479 - 211864 
346. 130479 - 212995 
347. 130479 - 216901 
348. 130479 - 217740 
349. 130479 - 220115 
350. 130479 - 221242 
351. 130479 - 237344 
352. 130479 - 240036 
353. 130479 - 242433 
354. 130479 - 246388 
355. 130479 - 246537 
356. 132783 - 212995 
357. 132783 - 216901 
358. 132783 - 217740 
359. 132783 - 220115 
360. 132783 - 221242 
361. 132783 - 237344 
362. 132783 - 240036 
363. 132783 - 242433 
364. 132783 - 246388 
365. 132783 - 246537 
366. 142798 - 237344 
367. 142798 - 240036 
368. 142798 - 242433 
369. 142798 - 246388 
370. 142798 - 246537 
371. 143330 - 237344 
372. 143330 - 240036 
373. 143330 - 242433 
374. 143330 - 246388 
375. 143330 - 246537 
376. 145231 - 237344 
377. 145231 - 240036 
378. 145231 - 242433 
379. 145231 - 246388 
380. 145231 - 246537 
381. 148457 - 237344 
382. 148457 - 240036 
383. 148457 - 242433 
384. 148457 - 246388 
385. 148457 - 246537 
386. 153149 - 237344 
387. 153149 - 240036 
388. 153149 - 242433 
389. 153149 - 246388 
390. 153149 - 246537 
391. 159075 - 240036 
392. 159075 - 242433 
393. 159075 - 246388 
394. 159075 - 246537 
395. 159075 - 277206 
396. 159075 - 277891 
397. 161569 - 242433 
398. 161569 - 246388 
399. 161569 - 246537 
400. 161569 - 277206 
401. 161569 - 277891 
402. 161694 - 242433 
403. 161694 - 246388 
404. 161694 - 246537 
405. 161694 - 277206 
406. 161694 - 277891 
407. 163945 - 246388 
408. 163945 - 246537 
409. 163945 - 277206 
410. 163945 - 277891 
411. 163945 - 283594 
412. 166245 - 246388 
413. 166245 - 246537 
414. 166245 - 277206 
415. 166245 - 277891 
416. 166245 - 283594 
417. 166549 - 277206 
418. 166549 - 277891 
419. 166549 - 283594 
420. 166549 - 286391 
421. 170024 - 277206 
422. 170024 - 277891 
423. 170024 - 283594 
424. 170024 - 286391 
425. 170024 - 287821 
426. 180177 - 277206 
427. 180177 - 277891 
428. 180177 - 283594 
429. 180177 - 286391 
430. 180177 - 287821 
431. 180177 - 295225 
432. 183583 - 277206 
433. 183583 - 277891 
434. 183583 - 283594 
435. 183583 - 286391 
436. 183583 - 287821 
437. 183583 - 295225 
438. 183932 - 277206 
439. 183932 - 277891 
440. 183932 - 283594 
441. 183932 - 286391 
442. 183932 - 287821 
443. 183932 - 295225 
444. 183992 - 277206 
445. 183992 - 277891 
446. 183992 - 283594 
447. 183992 - 286391 
448. 183992 - 287821 
449. 183992 - 295225 
450. 189540 - 277206 
451. 189540 - 277891 
452. 189540 - 283594 
453. 189540 - 286391 
454. 189540 - 287821 
455. 189540 - 295225 
456. 189540 - 308622 
457. 192131 - 277206 
458. 192131 - 277891 
459. 192131 - 283594 
460. 192131 - 286391 
461. 192131 - 287821 
462. 192131 - 295225 
463. 192131 - 308622 
464. 206117 - 286391 
465. 206117 - 287821 
466. 206117 - 295225 
467. 206117 - 308622 
468. 206117 - 315869 
469. 206117 - 322278 
470. 210305 - 295225 
471. 210305 - 308622 
472. 210305 - 315869 
473. 210305 - 322278 
474. 210944 - 295225 
475. 210944 - 308622 
476. 210944 - 315869 
477. 210944 - 322278 
478. 211864 - 295225 
479. 211864 - 308622 
480. 211864 - 315869 
481. 211864 - 322278 
482. 211864 - 331672 
483. 212995 - 295225 
484. 212995 - 308622 
485. 212995 - 315869 
486. 212995 - 322278 
487. 212995 - 331672 
488. 216901 - 308622 
489. 216901 - 315869 
490. 216901 - 322278 
491. 216901 - 331672 
492. 217740 - 308622 
493. 217740 - 315869 
494. 217740 - 322278 
495. 217740 - 331672 
496. 220115 - 308622 
497. 220115 - 315869 
498. 220115 - 322278 
499. 220115 - 331672 
500. 220115 - 338350 
501. 220115 - 338614 
502. 221242 - 308622 
503. 221242 - 315869 
504. 221242 - 322278 
505. 221242 - 331672 
506. 221242 - 338350 
507. 221242 - 338614 
508. 237344 - 322278 
509. 237344 - 331672 
510. 237344 - 338350 
511. 237344 - 338614 
512. 237344 - 342655 
513. 237344 - 346689 
514. 237344 - 349241 
515. 237344 - 352303 
516. 240036 - 322278 
517. 240036 - 331672 
518. 240036 - 338350 
519. 240036 - 338614 
520. 240036 - 342655 
521. 240036 - 346689 
522. 240036 - 349241 
523. 240036 - 352303 
524. 242433 - 331672 
525. 242433 - 338350 
526. 242433 - 338614 
527. 242433 - 342655 
528. 242433 - 346689 
529. 242433 - 349241 
530. 242433 - 352303 
531. 246388 - 331672 
532. 246388 - 338350 
533. 246388 - 338614 
534. 246388 - 342655 
535. 246388 - 346689 
536. 246388 - 349241 
537. 246388 - 352303 
538. 246537 - 331672 
539. 246537 - 338350 
540. 246537 - 338614 
541. 246537 - 342655 
542. 246537 - 346689 
543. 246537 - 349241 
544. 246537 - 352303 
545. 277206 - 367366 
546. 277206 - 370406 
547. 277206 - 373499 
548. 277206 - 381735 
549. 277206 - 384498 
550. 277206 - 384539 
551. 277206 - 386462 
552. 277206 - 386702 
553. 277206 - 390392 
554. 277206 - 390440 
555. 277206 - 393149 
556. 277206 - 394602 
557. 277891 - 367366 
558. 277891 - 370406 
559. 277891 - 373499 
560. 277891 - 381735 
561. 277891 - 384498 
562. 277891 - 384539 
563. 277891 - 386462 
564. 277891 - 386702 
565. 277891 - 390392 
566. 277891 - 390440 
567. 277891 - 393149 
568. 277891 - 394602 
569. 283594 - 367366 
570. 283594 - 370406 
571. 283594 - 373499 
572. 283594 - 381735 
573. 283594 - 384498 
574. 283594 - 384539 
575. 283594 - 386462 
576. 283594 - 386702 
577. 283594 - 390392 
578. 283594 - 390440 
579. 283594 - 393149 
580. 283594 - 394602 
581. 286391 - 367366 
582. 286391 - 370406 
583. 286391 - 373499 
584. 286391 - 381735 
585. 286391 - 384498 
586. 286391 - 384539 
587. 286391 - 386462 
588. 286391 - 386702 
589. 286391 - 390392 
590. 286391 - 390440 
591. 286391 - 393149 
592. 286391 - 394602 
593. 287821 - 370406 
594. 287821 - 373499 
595. 287821 - 381735 
596. 287821 - 384498 
597. 287821 - 384539 
598. 287821 - 386462 
599. 287821 - 386702 
600. 287821 - 390392 
601. 287821 - 390440 
602. 287821 - 393149 
603. 287821 - 394602 
604. 295225 - 381735 
605. 295225 - 384498 
606. 295225 - 384539 
607. 295225 - 386462 
608. 295225 - 386702 
609. 295225 - 390392 
610. 295225 - 390440 
611. 295225 - 393149 
612. 295225 - 394602 
613. 295225 - 413125 
614. 308622 - 390392 
615. 308622 - 390440 
616. 308622 - 393149 
617. 308622 - 394602 
618. 308622 - 413125 
619. 308622 - 421023 
620. 308622 - 423758 
621. 315869 - 413125 
622. 315869 - 421023 
623. 315869 - 423758 
624. 315869 - 430578 
625. 315869 - 431772 
626. 315869 - 432507 
627. 322278 - 413125 
628. 322278 - 421023 
629. 322278 - 423758 
630. 322278 - 430578 
631. 322278 - 431772 
632. 322278 - 432507 
633. 331672 - 413125 
634. 331672 - 421023 
635. 331672 - 423758 
636. 331672 - 430578 
637. 331672 - 431772 
638. 331672 - 432507 
639. 331672 - 444486 
640. 331672 - 444630 
641. 331672 - 448418 
642. 331672 - 450297 
643. 338350 - 421023 
644. 338350 - 423758 
645. 338350 - 430578 
646. 338350 - 431772 
647. 338350 - 432507 
648. 338350 - 444486 
649. 338350 - 444630 
650. 338350 - 448418 
651. 338350 - 450297 
652. 338350 - 452555 
653. 338614 - 421023 
654. 338614 - 423758 
655. 338614 - 430578 
656. 338614 - 431772 
657. 338614 - 432507 
658. 338614 - 444486 
659. 338614 - 444630 
660. 338614 - 448418 
661. 338614 - 450297 
662. 338614 - 452555 
663. 342655 - 423758 
664. 342655 - 430578 
665. 342655 - 431772 
666. 342655 - 432507 
667. 342655 - 444486 
668. 342655 - 444630 
669. 342655 - 448418 
670. 342655 - 450297 
671. 342655 - 452555 
672. 346689 - 430578 
673. 346689 - 431772 
674. 346689 - 432507 
675. 346689 - 444486 
676. 346689 - 444630 
677. 346689 - 448418 
678. 346689 - 450297 
679. 346689 - 452555 
680. 346689 - 462979 
681. 349241 - 430578 
682. 349241 - 431772 
683. 349241 - 432507 
684. 349241 - 444486 
685. 349241 - 444630 
686. 349241 - 448418 
687. 349241 - 450297 
688. 349241 - 452555 
689. 349241 - 462979 
690. 349241 - 466969 
691. 352303 - 432507 
692. 352303 - 444486 
693. 352303 - 444630 
694. 352303 - 448418 
695. 352303 - 450297 
696. 352303 - 452555 
697. 352303 - 462979 
698. 352303 - 466969 
699. 367366 - 448418 
700. 367366 - 450297 
701. 367366 - 452555 
702. 367366 - 462979 
703. 367366 - 466969 
704. 367366 - 473909 
705. 367366 - 479903 
706. 370406 - 452555 
707. 370406 - 462979 
708. 370406 - 466969 
709. 370406 - 473909 
710. 370406 - 479903 
711. 370406 - 487415 
712. 370406 - 489696 
713. 373499 - 462979 
714. 373499 - 466969 
715. 373499 - 473909 
716. 373499 - 479903 
717. 373499 - 487415 
718. 373499 - 489696 
719. 381735 - 462979 
720. 381735 - 466969 
721. 381735 - 473909 
722. 381735 - 479903 
723. 381735 - 487415 
724. 381735 - 489696 
725. 381735 - 494905 
726. 381735 - 499128 
727. 381735 - 501369 
728. 384498 - 466969 
729. 384498 - 473909 
730. 384498 - 479903 
731. 384498 - 487415 
732. 384498 - 489696 
733. 384498 - 494905 
734. 384498 - 499128 
735. 384498 - 501369 
736. 384498 - 504125 
737. 384539 - 466969 
738. 384539 - 473909 
739. 384539 - 479903 
740. 384539 - 487415 
741. 384539 - 489696 
742. 384539 - 494905 
743. 384539 - 499128 
744. 384539 - 501369 
745. 384539 - 504125 
746. 386462 - 466969 
747. 386462 - 473909 
748. 386462 - 479903 
749. 386462 - 487415 
750. 386462 - 489696 
751. 386462 - 494905 
752. 386462 - 499128 
753. 386462 - 501369 
754. 386462 - 504125 
755. 386702 - 466969 
756. 386702 - 473909 
757. 386702 - 479903 
758. 386702 - 487415 
759. 386702 - 489696 
760. 386702 - 494905 
761. 386702 - 499128 
762. 386702 - 501369 
763. 386702 - 504125 
764. 390392 - 473909 
765. 390392 - 479903 
766. 390392 - 487415 
767. 390392 - 489696 
768. 390392 - 494905 
769. 390392 - 499128 
770. 390392 - 501369 
771. 390392 - 504125 
772. 390392 - 507802 
773. 390440 - 473909 
774. 390440 - 479903 
775. 390440 - 487415 
776. 390440 - 489696 
777. 390440 - 494905 
778. 390440 - 499128 
779. 390440 - 501369 
780. 390440 - 504125 
781. 390440 - 507802 
782. 393149 - 473909 
783. 393149 - 479903 
784. 393149 - 487415 
785. 393149 - 489696 
786. 393149 - 494905 
787. 393149 - 499128 
788. 393149 - 501369 
789. 393149 - 504125 
790. 393149 - 507802 
791. 393149 - 510562 
792. 393149 - 512220 
793. 394602 - 479903 
794. 394602 - 487415 
795. 394602 - 489696 
796. 394602 - 494905 
797. 394602 - 499128 
798. 394602 - 501369 
799. 394602 - 504125 
800. 394602 - 507802 
801. 394602 - 510562 
802. 394602 - 512220 
803. 394602 - 514276 
804. 413125 - 494905 
805. 413125 - 499128 
806. 413125 - 501369 
807. 413125 - 504125 
808. 413125 - 507802 
809. 413125 - 510562 
810. 413125 - 512220 
811. 413125 - 514276 
812. 413125 - 521595 
813. 413125 - 525926 
814. 413125 - 528060 
815. 413125 - 531157 
816. 421023 - 501369 
817. 421023 - 504125 
818. 421023 - 507802 
819. 421023 - 510562 
820. 421023 - 512220 
821. 421023 - 514276 
822. 421023 - 521595 
823. 421023 - 525926 
824. 421023 - 528060 
825. 421023 - 531157 
826. 421023 - 538689 
827. 421023 - 540494 
828. 421023 - 540929 
829. 423758 - 504125 
830. 423758 - 507802 
831. 423758 - 510562 
832. 423758 - 512220 
833. 423758 - 514276 
834. 423758 - 521595 
835. 423758 - 525926 
836. 423758 - 528060 
837. 423758 - 531157 
838. 423758 - 538689 
839. 423758 - 540494 
840. 423758 - 540929 
841. 423758 - 541654 
842. 430578 - 512220 
843. 430578 - 514276 
844. 430578 - 521595 
845. 430578 - 525926 
846. 430578 - 528060 
847. 430578 - 531157 
848. 430578 - 538689 
849. 430578 - 540494 
850. 430578 - 540929 
851. 430578 - 541654 
852. 430578 - 543929 
853. 430578 - 546360 
854. 431772 - 512220 
855. 431772 - 514276 
856. 431772 - 521595 
857. 431772 - 525926 
858. 431772 - 528060 
859. 431772 - 531157 
860. 431772 - 538689 
861. 431772 - 540494 
862. 431772 - 540929 
863. 431772 - 541654 
864. 431772 - 543929 
865. 431772 - 546360 
866. 431772 - 551487 
867. 432507 - 514276 
868. 432507 - 521595 
869. 432507 - 525926 
870. 432507 - 528060 
871. 432507 - 531157 
872. 432507 - 538689 
873. 432507 - 540494 
874. 432507 - 540929 
875. 432507 - 541654 
876. 432507 - 543929 
877. 432507 - 546360 
878. 432507 - 551487 
879. 444486 - 525926 
880. 444486 - 528060 
881. 444486 - 531157 
882. 444486 - 538689 
883. 444486 - 540494 
884. 444486 - 540929 
885. 444486 - 541654 
886. 444486 - 543929 
887. 444486 - 546360 
888. 444486 - 551487 
889. 444486 - 553465 
890. 444486 - 555579 
891. 444486 - 557278 
892. 444486 - 557758 
893. 444486 - 558017 
894. 444486 - 560557 
895. 444486 - 563288 
896. 444630 - 525926 
897. 444630 - 528060 
898. 444630 - 531157 
899. 444630 - 538689 
900. 444630 - 540494 
901. 444630 - 540929 
902. 444630 - 541654 
903. 444630 - 543929 
904. 444630 - 546360 
905. 444630 - 551487 
906. 444630 - 553465 
907. 444630 - 555579 
908. 444630 - 557278 
909. 444630 - 557758 
910. 444630 - 558017 
911. 444630 - 560557 
912. 444630 - 563288 
913. 448418 - 531157 
914. 448418 - 538689 
915. 448418 - 540494 
916. 448418 - 540929 
917. 448418 - 541654 
918. 448418 - 543929 
919. 448418 - 546360 
920. 448418 - 551487 
921. 448418 - 553465 
922. 448418 - 555579 
923. 448418 - 557278 
924. 448418 - 557758 
925. 448418 - 558017 
926. 448418 - 560557 
927. 448418 - 563288 
928. 448418 - 566153 
929. 450297 - 531157 
930. 450297 - 538689 
931. 450297 - 540494 
932. 450297 - 540929 
933. 450297 - 541654 
934. 450297 - 543929 
935. 450297 - 546360 
936. 450297 - 551487 
937. 450297 - 553465 
938. 450297 - 555579 
939. 450297 - 557278 
940. 450297 - 557758 
941. 450297 - 558017 
942. 450297 - 560557 
943. 450297 - 563288 
944. 450297 - 566153 
945. 450297 - 568749 
946. 450297 - 569442 
947. 452555 - 538689 
948. 452555 - 540494 
949. 452555 - 540929 
950. 452555 - 541654 
951. 452555 - 543929 
952. 452555 - 546360 
953. 452555 - 551487 
954. 452555 - 553465 
955. 452555 - 555579 
956. 452555 - 557278 
957. 452555 - 557758 
958. 452555 - 558017 
959. 452555 - 560557 
960. 452555 - 563288 
961. 452555 - 566153 
962. 452555 - 568749 
963. 452555 - 569442 
964. 452555 - 571916 
965. 462979 - 543929 
966. 462979 - 546360 
967. 462979 - 551487 
968. 462979 - 553465 
969. 462979 - 555579 
970. 462979 - 557278 
971. 462979 - 557758 
972. 462979 - 558017 
973. 462979 - 560557 
974. 462979 - 563288 
975. 462979 - 566153 
976. 462979 - 568749 
977. 462979 - 569442 
978. 462979 - 571916 
979. 462979 - 574433 
980. 462979 - 576197 
981. 462979 - 579252 
982. 462979 - 580641 
983. 466969 - 551487 
984. 466969 - 553465 
985. 466969 - 555579 
986. 466969 - 557278 
987. 466969 - 557758 
988. 466969 - 558017 
989. 466969 - 560557 
990. 466969 - 563288 
991. 466969 - 566153 
992. 466969 - 568749 
993. 466969 - 569442 
994. 466969 - 571916 
995. 466969 - 574433 
996. 466969 - 576197 
997. 466969 - 579252 
998. 466969 - 580641 
999. 466969 - 583572 
1000. 466969 - 583985 
1001. 473909 - 555579 
1002. 473909 - 557278 
1003. 473909 - 557758 
1004. 473909 - 558017 
1005. 473909 - 560557 
1006. 473909 - 563288 
1007. 473909 - 566153 
1008. 473909 - 568749 
1009. 473909 - 569442 
1010. 473909 - 571916 
1011. 473909 - 574433 
1012. 473909 - 576197 
1013. 473909 - 579252 
1014. 473909 - 580641 
1015. 473909 - 583572 
1016. 473909 - 583985 
1017. 473909 - 587648 
1018. 473909 - 592621 
1019. 473909 - 592970 
1020. 479903 - 560557 
1021. 479903 - 563288 
1022. 479903 - 566153 
1023. 479903 - 568749 
1024. 479903 - 569442 
1025. 479903 - 571916 
1026. 479903 - 574433 
1027. 479903 - 576197 
1028. 479903 - 579252 
1029. 479903 - 580641 
1030. 479903 - 583572 
1031. 479903 - 583985 
1032. 479903 - 587648 
1033. 479903 - 592621 
1034. 479903 - 592970 
1035. 479903 - 596708 
1036. 479903 - 597021 
1037. 479903 - 597818 
1038. 479903 - 598431 
1039. 479903 - 598915 
1040. 487415 - 568749 
1041. 487415 - 569442 
1042. 487415 - 571916 
1043. 487415 - 574433 
1044. 487415 - 576197 
1045. 487415 - 579252 
1046. 487415 - 580641 
1047. 487415 - 583572 
1048. 487415 - 583985 
1049. 487415 - 587648 
1050. 487415 - 592621 
1051. 487415 - 592970 
1052. 487415 - 596708 
1053. 487415 - 597021 
1054. 487415 - 597818 
1055. 487415 - 598431 
1056. 487415 - 598915 
1057. 489696 - 571916 
1058. 489696 - 574433 
1059. 489696 - 576197 
1060. 489696 - 579252 
1061. 489696 - 580641 
1062. 489696 - 583572 
1063. 489696 - 583985 
1064. 489696 - 587648 
1065. 489696 - 592621 
1066. 489696 - 592970 
1067. 489696 - 596708 
1068. 489696 - 597021 
1069. 489696 - 597818 
1070. 489696 - 598431 
1071. 489696 - 598915 
1072. 489696 - 609088 
1073. 494905 - 576197 
1074. 494905 - 579252 
1075. 494905 - 580641 
1076. 494905 - 583572 
1077. 494905 - 583985 
1078. 494905 - 587648 
1079. 494905 - 592621 
1080. 494905 - 592970 
1081. 494905 - 596708 
1082. 494905 - 597021 
1083. 494905 - 597818 
1084. 494905 - 598431 
1085. 494905 - 598915 
1086. 494905 - 609088 
1087. 494905 - 612577 
1088. 494905 - 613409 
1089. 494905 - 614208 
1090. 494905 - 614710 
1091. 499128 - 579252 
1092. 499128 - 580641 
1093. 499128 - 583572 
1094. 499128 - 583985 
1095. 499128 - 587648 
1096. 499128 - 592621 
1097. 499128 - 592970 
1098. 499128 - 596708 
1099. 499128 - 597021 
1100. 499128 - 597818 
1101. 499128 - 598431 
1102. 499128 - 598915 
1103. 499128 - 609088 
1104. 499128 - 612577 
1105. 499128 - 613409 
1106. 499128 - 614208 
1107. 499128 - 614710 
1108. 499128 - 618638 
1109. 501369 - 583572 
1110. 501369 - 583985 
1111. 501369 - 587648 
1112. 501369 - 592621 
1113. 501369 - 592970 
1114. 501369 - 596708 
1115. 501369 - 597021 
1116. 501369 - 597818 
1117. 501369 - 598431 
1118. 501369 - 598915 
1119. 501369 - 609088 
1120. 501369 - 612577 
1121. 501369 - 613409 
1122. 501369 - 614208 
1123. 501369 - 614710 
1124. 501369 - 618638 
1125. 504125 - 587648 
1126. 504125 - 592621 
1127. 504125 - 592970 
1128. 504125 - 596708 
1129. 504125 - 597021 
1130. 504125 - 597818 
1131. 504125 - 598431 
1132. 504125 - 598915 
1133. 504125 - 609088 
1134. 504125 - 612577 
1135. 504125 - 613409 
1136. 504125 - 614208 
1137. 504125 - 614710 
1138. 504125 - 618638 
1139. 504125 - 621404 
1140. 504125 - 622420 
1141. 507802 - 592621 
1142. 507802 - 592970 
1143. 507802 - 596708 
1144. 507802 - 597021 
1145. 507802 - 597818 
1146. 507802 - 598431 
1147. 507802 - 598915 
1148. 507802 - 609088 
